FID,CT_Tag_ID,Date_Ptd,Cultivar,SciName,CmmnName,DBH,Program,EventORAdd,Impervious,DBH1,DBH2,DBH3,DBH4,TotalHeigh,Width_NS,Width_EW,PercentMis,CrownCondi,TreeStruct,SpaceType1,CrownBase,Jurisdicti,SpaceTypeD,Cond_18,SpaceType,Condition,DDOE,PTG_Notes,Cond_12,Genus,Species,StockType,Class_Code,Mntc_Condn,Season,Nursery,Condit_13,POINT_X,POINT_Y,Cond_17,Cond_16,Cond_15,Cond_14,db_jdx,db_year,db_Season,db_removed,db_SpaceTy,db_Prog,db_StockT,db_ClassCo,db_Nursery,db_Genus,db_Species,db_mtc,db_pltdbh,isAlive,Death_Yr,Death_Age,Age,Cond_Agg
9493,LGCY1196,11/4/06 0:00, ,Magnolia virginiana,"Magnolia, Sweetbay",0,CTP,Clark ES CityYear Project - Fall 2006, ,0,0,0,0,0,0,0, , , , ,0,DCPS, , ,Tree Box,Good, , ,MISSING,Magnolia,virginiana,CT,120,Dead,Fall,Bremo Trees, ,-77.02266771,38.94534436, , , , ,DCPS,2006,Fall, ,Tree Box,CTP,CT,120,Bremo Trees,Magnolia,virginiana,Dead,0,0,2012,6,6,MISSING
9494,LGCY1202,9/11/04 0:00, ,Magnolia grandiflora,"Magnolia, Southern",0,CTP,Virginia Ave - Fall 2004, ,0,0,0,0,0,0,0, , , , ,0,DPR, , ,Open Land, , , ,MISSING,Magnolia,grandiflora,CT,120,Dead,Fall,Merrifield, ,-76.993114,38.87775923, , , , ,DPR,2004,Fall, ,Open Land,CTP,CT,120,Merrifield,Magnolia,grandiflora,Dead,0,0,2012,8,8,MISSING
9495,LGCY1220,3/25/06 0:00, ,Quercus rubra,"Oak, Red",0,CTP,Fort Dupont Park - Bowen Circle - Spring 2006, ,0,0,0,0,0,0,0, , , , ,0,DPR, , ,Open Land,Good, , ,GOOD,Quercus,rubra,BB,120,Dead,Spring,Tennessee Trees,Removed,-76.94126121,38.87164584, , , , ,DPR,2006,Spring,Yes,Open Land,CTP,BB,120,Tennessee Trees,Quercus,rubra,Dead,2.5,0,2013,7,7,GOOD
9496,LGCY1229,3/2/06 0:00, ,Platanus occidentalis,"Sycamore, American",0, ,Anacostia Airport Service Rd Project - Fall 2006, ,0,0,0,0,0,0,0, , , , ,0, , , , ,Good, , , ,Platanus,occidentalis, ,120,Dead,Spring, ,Removed,-76.99050122,38.86822521, , , , , ,2006,Spring,Yes, ,No Program, ,120, ,Platanus,occidentalis,Dead,2.5,0,2013,7,7,Dead
9497,LGCY1230,4/29/06 0:00, ,Prunus cerasifera,"Plum, Cherry",0, ,Randle Circle (NCCC Projects) - Spring 2006, ,0,0,0,0,0,0,0, , , , ,0,DPR, , ,Open Land,Poor, , ,MISSING,Prunus,cerasifera,BB,120,Dead,Spring,Merrifield, ,-76.96177183,38.87776342, , , , ,DPR,2006,Spring, ,Open Land, ,BB,120,Merrifield,Prunus,cerasifera,Dead,1.5,0,2012,6,6,MISSING
9498,LGCY1238,3/2/06 0:00, ,Taxodium distichum,"Cypress, Bald",0,No Program,Anacostia Airport Service Rd Project - Spring 2006, ,0,0,0,0,0,0,0, , , , ,0,NPS, , ,Continuous Strip,Good, , ,DEAD,Taxodium,distichum,BB,120,Dead,Spring,Tennessee Trees, ,-76.99113362,38.86743827, , , , ,NPS,2006,Spring, ,Continuous Strip,No Program,BB,120,Tennessee Trees,Taxodium,distichum,Dead,2.5,0,2012,6,6,DEAD
9499,LGCY1240,3/2/06 0:00, ,Taxodium distichum,"Cypress, Bald",0,No Program,Anacostia Airport Service Rd Project - Spring 2006, ,0,0,0,0,0,0,0, , , , ,0,NPS, , ,Continuous Strip,Good, , ,DEAD,Taxodium,distichum,BB,120,Dead,Spring,Tennessee Trees, ,-76.99110754,38.867471, , , , ,NPS,2006,Spring, ,Continuous Strip,No Program,BB,120,Tennessee Trees,Taxodium,distichum,Dead,2.5,0,2012,6,6,DEAD
9500,LGCY1242,4/29/06 0:00,Princeton,Ulmus americana - Princeton,"Elm, American Princeton",0,CTP,Therapeutic Recreation Center - Spring 2006, ,0,0,0,0,0,0,0, , , , ,0,NPS, , ,Open Land,Good, , ,GOOD,Ulmus,americana,BB,120,Dead,Spring,Mrs. Casey's Mansion,Removed,-76.96231624,38.88125749, , , , ,NPS,2006,Spring,Yes,Open Land,CTP,BB,120,Mrs. Casey's Mansion,Ulmus,americana,Dead,6,0,2013,7,7,GOOD
9501,LGCY1243,4/29/06 0:00, ,Quercus alba,"Oak, White",0,CTP,Fort Dupont Park - Randle Circle - Spring 2006, ,0,0,0,0,0,0,0, , , , ,0,DPR, , ,Open Land,Good, , ,MISSING,Quercus,alba,BB,120,Dead,Spring,Tennessee Trees, ,-76.96063673,38.87869181, , , , ,DPR,2006,Spring, ,Open Land,CTP,BB,120,Tennessee Trees,Quercus,alba,Dead,2.5,0,2012,6,6,MISSING
9502,LGCY1247,4/29/06 0:00, ,Quercus phellos,"Oak, Willow",0, ,Fort Dupont Park - Randle Circle - Fall 2006, ,0,0,0,0,0,0,0, , , , ,0, , , , ,Good, , ,MISSING,Quercus,phellos, ,119,Dead,Spring, , ,-76.96038758,38.87789183, , , , , ,2006,Spring, , ,CTP, ,119, ,Quercus,phellos,Dead,0,0,2012,6,6,MISSING
9503,LGCY1278,3/2/06 0:00, ,Platanus occidentalis,"Sycamore, American",0,No Program,Anacostia Airport Service Rd Project - Spring 2006, ,0,0,0,0,0,0,0, , , , ,0,NPS, , ,Continuous Strip,Good, , ,GOOD,Platanus,occidentalis,BB,120,Dead,Spring,Tennessee Trees,Removed,-76.99057281,38.86817143, , , , ,NPS,2006,Spring,Yes,Continuous Strip,No Program,BB,120,Tennessee Trees,Platanus,occidentalis,Dead,2,0,2013,7,7,GOOD
9504,LGCY1281,3/2/06 0:00, ,Platanus x acerifolia,"Planetree, London",0,No Program,Anacostia Airport Service Rd Project - Spring 2006, ,0,0,0,0,0,0,0, , , , ,0,NPS, , ,Continuous Strip,Good, , ,DEAD,Platanus,x acerifolia,BB,121,Dead,Spring,Robin Hill Farm Nursery, ,-76.99104849,38.86779118, , , , ,NPS,2006,Spring, ,Continuous Strip,No Program,BB,121,Robin Hill Farm Nursery,Platanus,x acerifolia,Dead,2.5,0,2012,6,6,DEAD
9505,LGCY1283,3/2/06 0:00, ,Taxodium distichum,"Cypress, Bald",0,No Program,Anacostia Airport Service Rd Project - Spring 2006, ,0,0,0,0,0,0,0, , , , ,0,NPS, , ,Continuous Strip,Good, , ,DEAD,Taxodium,distichum,BB,120,Dead,Spring,Tennessee Trees, ,-76.99104129,38.86771513, , , , ,NPS,2006,Spring, ,Continuous Strip,No Program,BB,120,Tennessee Trees,Taxodium,distichum,Dead,2.5,0,2012,6,6,DEAD
9506,LGCY1286,9/11/04 0:00, ,Magnolia grandiflora,"Magnolia, Southern",0,CTP,Virginia Ave - Fall 2004, ,0,0,0,0,0,0,0, , , , ,0,DPR, , ,Open Land, , , ,MISSING,Magnolia,grandiflora,CT,120,Dead,Fall,Merrifield, ,-76.99335681,38.87771505, , , , ,DPR,2004,Fall, ,Open Land,CTP,CT,120,Merrifield,Magnolia,grandiflora,Dead,0,0,2012,8,8,MISSING
9507,LGCY1287,2/17/06 0:00, ,Lagerstroemia indica,Crapemyrtle,0,CTP,Bancroft ES - Spring 2006, ,0,0,0,0,0,0,0, , , , ,0,DCPS, , ,Continuous Strip,Good, , ,MISSING,Lagerstroemia,indica,BB,120,Dead,Spring,Merrifield, ,-77.04102557,38.93474364, , , , ,DCPS,2006,Spring, ,Continuous Strip,CTP,BB,120,Merrifield,Lagerstroemia,indica,Dead,0,0,2012,6,6,MISSING
9508,LGCY1299,10/4/06 0:00, ,Magnolia acuminata,Cucumber Tree,0,No Program,Penn Branch ECC training - Fall 2006, ,0,0,0,0,0,0,0, , , , ,0,DPR, , ,Open Land,Good, , ,MISSING,Magnolia,acuminata,BB,120,Dead,Fall,Bremo Trees, ,-76.95706043,38.87241797, , , , ,DPR,2006,Fall, ,Open Land,No Program,BB,120,Bremo Trees,Magnolia,acuminata,Dead,2,0,2012,6,6,MISSING
9509,LGCY1313,10/28/06 0:00, ,Hibiscus syriacus,Rose of Sharon,0,CTP,Petworth - Fall 2006, ,0,0,0,0,0,0,0, , , , ,0,DPR, , ,Open Land,Good, , ,MISSING,Hibiscus,syriacus,CT,119,Dead,Fall,Watkins Nurseries, ,-77.02516352,38.94143764, , , , ,DPR,2006,Fall, ,Open Land,CTP,CT,119,Watkins Nurseries,Hibiscus,syriacus,Dead,0,0,2012,6,6,MISSING
9510,LGCY1335,10/20/06 0:00, ,Magnolia acuminata,Cucumber Tree,0,CTP,Smothers ES - Fall 2006, ,0,0,0,0,0,0,0, , , , ,0,DCPS, , ,Open Land,Good, ,chionanthus retusus,MISSING,Magnolia,acuminata,BB,119,Dead,Fall,Bremo Trees, ,-76.93840282,38.89342448, , , , ,DCPS,2006,Fall, ,Open Land,CTP,BB,119,Bremo Trees,Magnolia,acuminata,Dead,3,0,2012,6,6,MISSING
9511,LGCY1341,11/18/06 0:00, ,Amelanchier laevis,"Serviceberry, Allegheny",0,CTP,Crestwood Community Park - Fall 2006, ,0,0,0,0,0,0,0, , , , ,0,NPS, , ,Open Land,Good, , ,MISSING,Amelanchier,laevis,BB,119,Dead,Fall,Bremo Trees, ,-77.04141371,38.93962282, , , , ,NPS,2006,Fall, ,Open Land,CTP,BB,119,Bremo Trees,Amelanchier,laevis,Dead,0,0,2012,6,6,MISSING
9512,LGCY1342,11/18/06 0:00, ,Hamamelis virginiana,"Witch Hazel, Common",0,CTP,Crestwood Community Park - Fall 2006, ,0,0,0,0,0,0,0, , , , ,0,NPS, , ,Open Land,Good, , ,DEAD,Hamamelis,virginiana,BB,119,Dead,Fall,Bremo Trees, ,-77.04117165,38.93961139, , , , ,NPS,2006,Fall, ,Open Land,CTP,BB,119,Bremo Trees,Hamamelis,virginiana,Dead,0,0,2012,6,6,DEAD
9513,LGCY1343,11/18/06 0:00, ,Hamamelis virginiana,"Witch Hazel, Common",0,CTP,Crestwood Community Park - Fall 2006, ,0,0,0,0,0,0,0, , , , ,0,NPS, , ,Open Land,Good, , ,MISSING,Hamamelis,virginiana,BB,119,Dead,Fall,Bremo Trees, ,-77.04122848,38.93960973, , , , ,NPS,2006,Fall, ,Open Land,CTP,BB,119,Bremo Trees,Hamamelis,virginiana,Dead,0,0,2012,6,6,MISSING
9514,LGCY1353,12/15/04 0:00, ,Juniperus virginiana,"Cedar, Eastern Red",0,CTP,Anacostia HS - Fall 2014, ,0,0,0,0,0,0,0, , , , ,0,DCPS, , ,Open Land, , , ,GOOD,Juniperus,virginiana,BB,120,Dead,Fall,Robin Hill Farm Nursery,Removed,-76.98487773,38.86921217, , , , ,DCPS,2004,Fall,Yes,Open Land,CTP,BB,120,Robin Hill Farm Nursery,Juniperus,virginiana,Dead,2,0,2013,9,9,GOOD
9515,LGCY1356,12/15/04 0:00,Princeton,Ulmus americana - Princeton,"Elm, American Princeton",0,CTP,Anacostia HS - Fall 2014, ,0,0,0,0,0,0,0, , , , ,0,DCPS, , ,Open Land, , , ,MISSING,Ulmus,americana,BB,120,Dead,Fall,Riveredge Farms, ,-76.98482007,38.86987363, , , , ,DCPS,2004,Fall, ,Open Land,CTP,BB,120,Riveredge Farms,Ulmus,americana,Dead,2,0,2012,8,8,MISSING
9516,LGCY1358,12/15/04 0:00,Princeton,Ulmus americana - Princeton,"Elm, American Princeton",0,CTP,Anacostia HS - Fall 2014, ,0,0,0,0,0,0,0, , , , ,0,DCPS, , ,Open Land, , , ,MISSING,Ulmus,americana,BB,120,Dead,Fall,Riveredge Farms, ,-76.98456367,38.87001762, , , , ,DCPS,2004,Fall, ,Open Land,CTP,BB,120,Riveredge Farms,Ulmus,americana,Dead,2,0,2012,8,8,MISSING
9517,LGCY1359,12/15/04 0:00,Princeton,Ulmus americana - Princeton,"Elm, American Princeton",0,CTP,Anacostia HS - Fall 2014, ,0,0,0,0,0,0,0, , , , ,0,DCPS, , ,Open Land, , , ,DEAD,Ulmus,americana,BB,120,Dead,Fall,Riveredge Farms, ,-76.98492149,38.86971971, , , , ,DCPS,2004,Fall, ,Open Land,CTP,BB,120,Riveredge Farms,Ulmus,americana,Dead,2,0,2012,8,8,DEAD
9518,LGCY1373,9/17/05 0:00, ,Quercus shumardii,"Oak, Shumard",0,CTP,Francis JHS - Fall 2005, ,0,0,0,0,0,0,0, , , , ,0,DPR, , ,Open Land,Good, , ,MISSING,Quercus,shumardii,BB,120,Dead,Fall,Merrifield, ,-77.05306751,38.90753556, , , , ,DPR,2005,Fall, ,Open Land,CTP,BB,120,Merrifield,Quercus,shumardii,Dead,2.5,0,2012,7,7,MISSING
9519,LGCY1388,10/16/04 0:00, ,Cedrus atlantica,"Cedar, Atlas",0,CTP,Upshur Park - Fall 2004, ,0,0,0,0,0,0,0, , , , ,0,DPR, , ,Open Land, , , ,MISSING,Cedrus,atlantica,CT,120,Dead,Fall,Robin Hill Farm Nursery, ,-77.03167175,38.94399314, , , , ,DPR,2004,Fall, ,Open Land,CTP,CT,120,Robin Hill Farm Nursery,Cedrus,atlantica,Dead,1,0,2012,8,8,MISSING
9520,LGCY1391,10/16/04 0:00, ,Cornus florida,"Dogwood, Flowering",0,CTP,Upshur Park - Fall 2004, ,0,0,0,0,0,0,0, , , , ,0,DPR, , ,Open Land, , , ,MISSING,Cornus,florida,BB,120,Dead,Fall,Merrifield, ,-77.0314986,38.94387176, , , , ,DPR,2004,Fall, ,Open Land,CTP,BB,120,Merrifield,Cornus,florida,Dead,1.5,0,2012,8,8,MISSING
9521,LGCY1424,10/21/06 0:00, ,Cornus kousa,"Dogwood, Kousa",0,CTP,Friends of Lafayette Park - Fall 2006, ,0,0,0,0,0,0,0, , , , ,0,DCPS, , ,Open Land,Good, , ,MISSING,Cornus,kousa,BB,119,Dead,Fall,Watkins Nurseries, ,-77.06652212,38.96751631, , , , ,DCPS,2006,Fall, ,Open Land,CTP,BB,119,Watkins Nurseries,Cornus,kousa,Dead,2,0,2012,6,6,MISSING
9522,LGCY1426,10/21/06 0:00, ,Cornus kousa,"Dogwood, Kousa",0,CTP,Friends of Lafayette Park - Fall 2006, ,0,0,0,0,0,0,0, , , , ,0,DCPS, , ,Open Land,Good, , ,MISSING,Cornus,kousa,BB,119,Dead,Fall,Watkins Nurseries, ,-77.06652671,38.96712094, , , , ,DCPS,2006,Fall, ,Open Land,CTP,BB,119,Watkins Nurseries,Cornus,kousa,Dead,2,0,2012,6,6,MISSING
9523,LGCY1432,10/21/06 0:00, ,Cercis canadensis,"Redbud, Eastern",0,CTP,Friends of Lafayette Park - Fall 2006, ,0,0,0,0,0,0,0, , , , ,0,DCPS, , ,Open Land,Good, , ,MISSING,Cercis,canadensis,BB,119,Dead,Fall,Watkins Nurseries, ,-77.06649889,38.96656667, , , , ,DCPS,2006,Fall, ,Open Land,CTP,BB,119,Watkins Nurseries,Cercis,canadensis,Dead,1,0,2012,6,6,MISSING
9524,LGCY1437,10/4/06 0:00, ,Magnolia virginiana,"Magnolia, Sweetbay",0,No Program,Penn Branch ECC training - Fall 2006, ,0,0,0,0,0,0,0, , , , ,0,DPR, , ,Open Land,Good, , ,MISSING,Magnolia,virginiana,BB,120,Dead,Fall,Bremo Trees, ,-76.95714206,38.87230547, , , , ,DPR,2006,Fall, ,Open Land,No Program,BB,120,Bremo Trees,Magnolia,virginiana,Dead,2,0,2012,6,6,MISSING
9525,LGCY1438,10/4/06 0:00, ,Magnolia virginiana,"Magnolia, Sweetbay",0,No Program,Penn Branch ECC training - Fall 2006, ,0,0,0,0,0,0,0, , , , ,0,DPR, , ,Open Land,Good, , ,DEAD,Magnolia,virginiana,BB,120,Dead,Fall,Bremo Trees, ,-76.95703177,38.87218916, , , , ,DPR,2006,Fall, ,Open Land,No Program,BB,120,Bremo Trees,Magnolia,virginiana,Dead,2,0,2012,6,6,DEAD
9526,LGCY1445,11/4/06 0:00, ,Quercus lyrata,"Oak, Overcup",0,CTP,Clark ES CityYear Project - Fall 2006, ,0,0,0,0,0,0,0, , , , ,0,DCPS, , ,Open Land,Good, , ,MISSING,Quercus,lyrata,BB,120,Dead,Fall,Bremo Trees, ,-77.02232231,38.94484388, , , , ,DCPS,2006,Fall, ,Open Land,CTP,BB,120,Bremo Trees,Quercus,lyrata,Dead,2,0,2012,6,6,MISSING
9527,LGCY1478,10/21/06 0:00, ,Amelanchier arborea,"Serviceberry, Downy",0,CTP,Friends of Spring Valley - Fall 2006, ,0,0,0,0,0,0,0, , , , ,0,DPR, , ,Open Land,Good, , ,MISSING,Amelanchier,arborea,BB,119,Dead,Fall,Bremo Trees, ,-77.09676007,38.93749554, , , , ,DPR,2006,Fall, ,Open Land,CTP,BB,119,Bremo Trees,Amelanchier,arborea,Dead,1.5,0,2012,6,6,MISSING
9528,LGCY1519,10/30/04 0:00, ,Acer rubrum,"Maple, Red",0,CTP,Pope Branch Park - Fall 2004, ,0,0,0,0,0,0,0, , , , ,0,DPR, , ,Open Land, , , ,MISSING,Acer,rubrum,BB,120,Dead,Fall,Robin Hill Farm Nursery, ,-76.96476957,38.87740707, , , , ,DPR,2004,Fall, ,Open Land,CTP,BB,120,Robin Hill Farm Nursery,Acer,rubrum,Dead,2,0,2012,8,8,MISSING
9529,LGCY1529,11/16/06 0:00, ,Amelanchier laevis,"Serviceberry, Allegheny",0,No Program,Marvin Gaye ECC - Fall 2006, ,0,0,0,0,0,0,0, , , , ,0,DPR, , ,Open Land,Good, , ,MISSING,Amelanchier,laevis,BB,120,Dead,Fall,Bremo Trees, ,-76.92404042,38.89524975, , , , ,DPR,2006,Fall, ,Open Land,No Program,BB,120,Bremo Trees,Amelanchier,laevis,Dead,0,0,2012,6,6,MISSING
9530,LGCY1532,11/16/06 0:00, ,Hamamelis virginiana,"Witch Hazel, Common",0,No Program,Marvin Gaye ECC - Fall 2006, ,0,0,0,0,0,0,0, , , , ,0,DPR, , ,Open Land,Good, , ,MISSING,Hamamelis,virginiana,BB,120,Dead,Fall,Bremo Trees, ,-76.92411888,38.89515661, , , , ,DPR,2006,Fall, ,Open Land,No Program,BB,120,Bremo Trees,Hamamelis,virginiana,Dead,0,0,2012,6,6,MISSING
9531,LGCY1534,11/16/06 0:00, ,Lagerstroemia indica,Crapemyrtle,0,No Program,Marvin Gaye ECC - Fall 2006, ,0,0,0,0,0,0,0, , , , ,0,DPR, , ,Open Land,Good, , ,MISSING,Lagerstroemia,indica,BB,120,Dead,Fall,Robin Hill Farm Nursery, ,-76.9240985,38.89510068, , , , ,DPR,2006,Fall, ,Open Land,No Program,BB,120,Robin Hill Farm Nursery,Lagerstroemia,indica,Dead,0,0,2012,6,6,MISSING
9532,LGCY1541,4/15/06 0:00, ,Amelanchier laevis,"Serviceberry, Allegheny",0,CTP,J.O. Wilson - Spring 2006, ,0,0,0,0,0,0,0, , , , ,0,DCPS, , ,Continuous Strip,Good, , ,MISSING,Amelanchier,laevis,BB,119,Dead,Spring,Ingleside, ,-76.99629013,38.90269457, , , , ,DCPS,2006,Spring, ,Continuous Strip,CTP,BB,119,Ingleside,Amelanchier,laevis,Dead,2,0,2012,6,6,MISSING
9533,LGCY1542,4/15/06 0:00, ,Amelanchier laevis,"Serviceberry, Allegheny",0,CTP,J.O. Wilson - Spring 2006, ,0,0,0,0,0,0,0, , , , ,0,DCPS, , ,Continuous Strip,Good, , ,MISSING,Amelanchier,laevis,BB,119,Dead,Spring,Ingleside, ,-76.99628582,38.90262386, , , , ,DCPS,2006,Spring, ,Continuous Strip,CTP,BB,119,Ingleside,Amelanchier,laevis,Dead,2,0,2012,6,6,MISSING
9534,LGCY1543,4/15/06 0:00, ,Amelanchier laevis,"Serviceberry, Allegheny",0,CTP,J.O. Wilson - Spring 2006, ,0,0,0,0,0,0,0, , , , ,0,DCPS, , ,Continuous Strip,Good, , ,MISSING,Amelanchier,laevis,BB,119,Dead,Spring,Ingleside, ,-76.99634615,38.90262723, , , , ,DCPS,2006,Spring, ,Continuous Strip,CTP,BB,119,Ingleside,Amelanchier,laevis,Dead,2,0,2012,6,6,MISSING
9535,LGCY1611,10/4/08 0:00, ,Ulmus parvifolia,"Elm, Chinese",0,CTP,Rock Creek Church - Fall 2008, ,0,0,0,0,0,0,0, , , , ,0,OTHPRIVATE, , ,Open Land, ,Not DDOE, ,MISSING,Ulmus,parvifolia,BB,119,Dead,Fall,Bremo Trees, ,-77.01472421,38.9455466, , , , ,OTHPRIVATE,2008,Fall, ,Open Land,CTP,BB,119,Bremo Trees,Ulmus,parvifolia,Dead,2,0,2012,4,4,MISSING
9536,LGCY1642,10/4/08 0:00, ,Amelanchier canadensis,"Serviceberry, Shadblow",0,CTP,Rock Creek Church - Fall 2008, ,0,0,0,0,0,0,0, , , , ,0,OTHPRIVATE, , ,Open Land, ,Not DDOE, ,DEAD,Amelanchier,canadensis,BB,119,Dead,Fall,Bremo Trees, ,-77.01468922,38.94547897, , , , ,OTHPRIVATE,2008,Fall, ,Open Land,CTP,BB,119,Bremo Trees,Amelanchier,canadensis,Dead,2,0,2012,4,4,DEAD
9537,LGCY1643,10/4/08 0:00, ,Amelanchier canadensis,"Serviceberry, Shadblow",0,CTP,Rock Creek Church - Fall 2008, ,0,0,0,0,0,0,0, , , , ,0,OTHPRIVATE, , ,Open Land, ,Not DDOE, ,DEAD,Amelanchier,canadensis,BB,119,Dead,Fall,Bremo Trees, ,-77.01450269,38.94547639, , , , ,OTHPRIVATE,2008,Fall, ,Open Land,CTP,BB,119,Bremo Trees,Amelanchier,canadensis,Dead,2,0,2012,4,4,DEAD
9538,LGCY1661,10/13/07 0:00, ,Magnolia virginiana,"Magnolia, Sweetbay",0,CTP,Petworth Triangles - Fall 2007, ,0,0,0,0,0,0,0, , , , ,0,DPR, , ,Open Land, , , ,POOR,Magnolia,virginiana,BB,119,Dead,Fall,Bremo Trees,Removed,-77.01686332,38.93875588, , , , ,DPR,2007,Fall,Yes,Open Land,CTP,BB,119,Bremo Trees,Magnolia,virginiana,Dead,3,0,2013,6,6,POOR
9539,LGCY1680,4/12/08 0:00,Okame,Prunus x incamp - Okame,"Cherry, Flowering Okame",0,CTP,Hillcrest Recreation Center - Spring 2008, ,0,0,0,0,0,0,0, , , , ,0,DPR, , ,Open Land, ,Not DDOE, ,DEAD,Prunus,x incamp,BB,802,Dead,Spring,Bremo Trees, ,-76.96249272,38.85874596, , , , ,DPR,2008,Spring, ,Open Land,CTP,BB,802,Bremo Trees,Prunus,x incamp,Dead,2,0,2012,4,4,DEAD
9540,LGCY1688,4/12/08 0:00,Princeton Sentry,Ginkgo biloba - Princeton Sentry,"Maidenhair Tree, Princeton Sentry",0,CTP,Hillcrest Recreation Center - Spring 2008, ,0,0,0,0,0,0,0, , , , ,0,DPR, , ,Open Land, ,Not DDOE, ,POOR,Ginkgo,biloba,BB,119,Dead,Spring,Bremo Trees,Removed,-76.96301366,38.85888836, , , , ,DPR,2008,Spring,Yes,Open Land,CTP,BB,119,Bremo Trees,Ginkgo,biloba,Dead,2,0,2013,5,5,POOR
9541,LGCY1731,11/12/08 0:00,Princeton,Ulmus americana - Princeton,"Elm, American Princeton",0,AER,UFA Street Tree Elms - Fall 2008, ,0,0,0,0,0,0,0, , , , ,0,DOT, , ,Tree Box, ,Not DDOE, ,GOOD,Ulmus,americana,CT,120,Dead,Fall,Riveredge Farms,Removed,-77.02814392,38.90624422, , , , ,DOT,2008,Fall,Yes,Tree Box,AER,CT,120,Riveredge Farms,Ulmus,americana,Dead,1.25,0,2013,5,5,GOOD
9542,LGCY1741,11/14/08 0:00, ,Celtis occidentalis,"Hackberry, Common",0,CTP,Stuart Hobson MS - Fall 2008, ,0,0,0,0,0,0,0, , , , ,0,DOT, , ,Tree Box, ,Not DDOE, ,GOOD,Celtis,occidentalis,BB,119,Dead,Fall,Bremo Trees,Removed,-76.99975913,38.89617273, , , , ,DOT,2008,Fall,Yes,Tree Box,CTP,BB,119,Bremo Trees,Celtis,occidentalis,Dead,1.5,0,2013,5,5,GOOD
9543,LGCY1746,10/4/08 0:00, ,Cercis canadensis,"Redbud, Eastern",0,CTP,Rock Creek Church - Fall 2008, ,0,0,0,0,0,0,0, , , , ,0,OTHPRIVATE, , ,Open Land, ,Not DDOE, ,GOOD,Cercis,canadensis,BB,119,Dead,Fall,Bremo Trees, ,-77.01545628,38.94599846, , , , ,OTHPRIVATE,2008,Fall, ,Open Land,CTP,BB,119,Bremo Trees,Cercis,canadensis,Dead,1,0,2013,5,5,GOOD
9544,LGCY1755,10/4/08 0:00, ,Amelanchier canadensis,"Serviceberry, Shadblow",0,CTP,Rock Creek Church - Fall 2008, ,0,0,0,0,0,0,0, , , , ,0,OTHPRIVATE, , ,Open Land, ,Not DDOE, ,GOOD,Amelanchier,canadensis,BB,119,Dead,Fall,Bremo Trees, ,-77.01482104,38.94534478, , , , ,OTHPRIVATE,2008,Fall, ,Open Land,CTP,BB,119,Bremo Trees,Amelanchier,canadensis,Dead,1,0,2013,5,5,GOOD
9545,LGCY1756,10/4/08 0:00, ,Amelanchier canadensis,"Serviceberry, Shadblow",0,CTP,Rock Creek Church - Fall 2008, ,0,0,0,0,0,0,0, , , , ,0,OTHPRIVATE, , ,Open Land, ,Not DDOE, ,MISSING,Amelanchier,canadensis,BB,119,Dead,Fall,Bremo Trees, ,-77.01473447,38.94548525, , , , ,OTHPRIVATE,2008,Fall, ,Open Land,CTP,BB,119,Bremo Trees,Amelanchier,canadensis,Dead,1,0,2012,4,4,MISSING
9546,LGCY1790,10/23/08 0:00, ,Acer rubrum,"Maple, Red",0,CTP,St. John's College HS - Fall 2008, ,0,0,0,0,0,0,0, , , , ,0,PRIVTSCHOOL, , ,Open Land, ,Not DDOE, ,MISSING,Acer,rubrum,BB,119,Dead,Fall,Bremo Trees, ,-77.05592403,38.96297038, , , , ,PRIVTSCHOOL,2008,Fall, ,Open Land,CTP,BB,119,Bremo Trees,Acer,rubrum,Dead,1.25,0,2012,4,4,MISSING
9547,LGCY1796,10/25/08 0:00, ,Ginkgo biloba,Maidenhair Tree,0,CTP,Harbor Square - Fall 2008, ,0,0,0,0,0,0,0, , , , ,0,RESIDENTIAL, , ,Tree Box, ,Not DDOE, ,GOOD,Ginkgo,biloba,BB,119,Dead,Fall,Bremo Trees,Removed,-77.01868682,38.87444131, , , , ,RESIDENTIAL,2008,Fall,Yes,Tree Box,CTP,BB,119,Bremo Trees,Ginkgo,biloba,Dead,1.5,0,2013,5,5,GOOD
9548,LGCY1804,10/25/08 0:00, ,Acer rubrum,"Maple, Red",0,CTP,Harbor Square - Fall 2008, ,0,0,0,0,0,0,0, , , , ,0,RESIDENTIAL, , ,Open Land, ,Not DDOE, ,MISSING,Acer,rubrum,BB,119,Dead,Fall,Bremo Trees, ,-77.01986343,38.8736958, , , , ,RESIDENTIAL,2008,Fall, ,Open Land,CTP,BB,119,Bremo Trees,Acer,rubrum,Dead,1.25,0,2012,4,4,MISSING
9549,LGCY1883,11/14/08 0:00,Princeton,Ulmus americana - Princeton,"Elm, American Princeton",0,AER,UFA Street Tree Elms - Fall 2008, ,0,0,0,0,0,0,0, , , , ,0,DOT, , ,Tree Box, ,Not DDOE, ,GOOD,Ulmus,americana,CT,120,Dead,Fall,Riveredge Farms,Removed,-77.04650541,38.90650437, , , , ,DOT,2008,Fall,Yes,Tree Box,AER,CT,120,Riveredge Farms,Ulmus,americana,Dead,1.25,0,2013,5,5,GOOD
